ID,Text,AudioSnippetPath
1539825_1545115,yo busco un que má(s) yo quiero .,/content/all_data/1539825_1545115.mp3
1562115_1564146,te parece .,/content/all_data/1562115_1564146.mp3
1563146_1565668,sí mami .,/content/all_data/1563146_1565668.mp3
1569997_1571408,sí .,/content/all_data/1569997_1571408.mp3
1571948_1576239,yo me siento um@fp aquí .,/content/all_data/1571948_1576239.mp3
1583066_1585164,+< sí .,/content/all_data/1583066_1585164.mp3
1596561_1598378,hm@fp .,/content/all_data/1596561_1598378.mp3
1597378_1599348,choclos .,/content/all_data/1597378_1599348.mp3
1607706_1609671,sí .,/content/all_data/1607706_1609671.mp3
1631712_1633671,aquí está &=points .,/content/all_data/1631712_1633671.mp3
1634242_1635694,sí .,/content/all_data/1634242_1635694.mp3
1646663_1648397,okay .,/content/all_data/1646663_1648397.mp3
1647397_1654794,[- eng] I don't know .,/content/all_data/1647397_1654794.mp3
1656033_1658888,xxx el cerdito .,/content/all_data/1656033_1658888.mp3
1663223_1667214,caballos .,/content/all_data/1663223_1667214.mp3
1687046_1690770,<a la> [/] a la chanchito &=points .,/content/all_data/1687046_1690770.mp3
1698019_1701459,sí .,/content/all_data/1698019_1701459.mp3
1721500_1723871,okay .,/content/all_data/1721500_1723871.mp3
1755300_1756835,sí .,/content/all_data/1755300_1756835.mp3
1757440_1762199,no .,/content/all_data/1757440_1762199.mp3
1761199_1764873,no [/] no xxx así .,/content/all_data/1761199_1764873.mp3
1763873_1766677,má(s) allá .,/content/all_data/1763873_1766677.mp3
1768031_1769706,no .,/content/all_data/1768031_1769706.mp3
1772346_1774447,ahora .,/content/all_data/1772346_1774447.mp3
1783593_1785240,sí .,/content/all_data/1783593_1785240.mp3
1812854_1816994,xxx este .,/content/all_data/1812854_1816994.mp3
1822103_1825114,lea con Luigi .,/content/all_data/1822103_1825114.mp3
1866416_1869404,quack [/] quack .,/content/all_data/1866416_1869404.mp3
1891037_1896666,+< <mami mami mami> [/] mami .,/content/all_data/1891037_1896666.mp3
1899301_1911226,+< xxx .,/content/all_data/1899301_1911226.mp3
1919153_1922674,dónde ?,/content/all_data/1919153_1922674.mp3
1960078_1962866,el gallo .,/content/all_data/1960078_1962866.mp3
6332_10139,xxx .,/content/all_data/6332_10139.mp3
14935_17543,xxx .,/content/all_data/14935_17543.mp3
28018_30031,xxx .,/content/all_data/28018_30031.mp3
34178_36059,xxx .,/content/all_data/34178_36059.mp3
36801_38767,hm .,/content/all_data/36801_38767.mp3
45885_48380,xxx ?,/content/all_data/45885_48380.mp3
47380_51833,xxx xxx &=points .,/content/all_data/47380_51833.mp3
53242_55405,hm ?,/content/all_data/53242_55405.mp3
55665_57630,mmhm .,/content/all_data/55665_57630.mp3
64632_66696,xxx .,/content/all_data/64632_66696.mp3
66592_70215,[- eng] xxx xxx water .,/content/all_data/66592_70215.mp3
70229_73437,[- eng] xxx go water .,/content/all_data/70229_73437.mp3
73998_77306,[- eng] xxx go water .,/content/all_data/73998_77306.mp3
78059_82055,+< xxx .,/content/all_data/78059_82055.mp3
84342_87152,xxx xxx .,/content/all_data/84342_87152.mp3
86152_92216,[- eng] xxx xxx go xxx xxx water .,/content/all_data/86152_92216.mp3
103041_106978,+< 0 [=! places toy] .,/content/all_data/103041_106978.mp3
116198_119615,[- eng] xxx water .,/content/all_data/116198_119615.mp3
133676_137266,[- eng] xxx water .,/content/all_data/133676_137266.mp3
137084_140958,hm@fp xxx .,/content/all_data/137084_140958.mp3
149430_151614,tigre .,/content/all_data/149430_151614.mp3
150614_153475,+< xxx .,/content/all_data/150614_153475.mp3
163951_166242,[- eng] spider .,/content/all_data/163951_166242.mp3
166356_168701,xxx xxx .,/content/all_data/166356_168701.mp3
170740_174354,+< esto xxx acá .,/content/all_data/170740_174354.mp3
177182_179344,rino .,/content/all_data/177182_179344.mp3
179739_182235,[- eng] that's xxx .,/content/all_data/179739_182235.mp3
182379_184010,[- eng] yeah .,/content/all_data/182379_184010.mp3
183010_185587,xxx xxx .,/content/all_data/183010_185587.mp3
192907_194637,[- eng] yeah .,/content/all_data/192907_194637.mp3
193637_195876,xxx &=points .,/content/all_data/193637_195876.mp3
196277_200565,xxx .,/content/all_data/196277_200565.mp3
200577_202625,xxx .,/content/all_data/200577_202625.mp3
202769_205630,mmhm .,/content/all_data/202769_205630.mp3
219598_223198,[- eng] xxx called xxx xxx .,/content/all_data/219598_223198.mp3
223227_228207,xxx xxx árbol .,/content/all_data/223227_228207.mp3
231149_233576,xxx .,/content/all_data/231149_233576.mp3
243885_245747,uno@x .,/content/all_data/243885_245747.mp3
245547_250779,[- eng] that's a tree .,/content/all_data/245547_250779.mp3
255443_257886,mmhm .,/content/all_data/255443_257886.mp3
256886_262223,[- eng] xxx the same .,/content/all_data/256886_262223.mp3
266717_270151,+< este xxx .,/content/all_data/266717_270151.mp3
269151_271401,+< xxx .,/content/all_data/269151_271401.mp3
270401_272814,gallo .,/content/all_data/270401_272814.mp3
274471_277214,[- eng] monkey .,/content/all_data/274471_277214.mp3
277078_279605,[- eng] xxx go here .,/content/all_data/277078_279605.mp3
286710_288473,mmhm .,/content/all_data/286710_288473.mp3
287473_289901,[- eng] xxx go there [=! gestures] .,/content/all_data/287473_289901.mp3
292571_295662,xxx .,/content/all_data/292571_295662.mp3
302267_304744,[- eng] xxx have chicken .,/content/all_data/302267_304744.mp3
307233_308952,[- eng] yeah .,/content/all_data/307233_308952.mp3
310422_313282,[- hun] xxx dos chickens .,/content/all_data/310422_313282.mp3
313609_315572,xxx .,/content/all_data/313609_315572.mp3
317262_319425,[- eng] bear !,/content/all_data/317262_319425.mp3
318425_320903,mmhm .,/content/all_data/318425_320903.mp3
319903_324406,[- eng] xxx happy .,/content/all_data/319903_324406.mp3
325032_327039,sí .,/content/all_data/325032_327039.mp3
331278_333540,[- eng] two .,/content/all_data/331278_333540.mp3
339131_341660,+< xxx .,/content/all_data/339131_341660.mp3
340660_342589,hm ?,/content/all_data/340660_342589.mp3
342468_345561,xxx .,/content/all_data/342468_345561.mp3
345407_348302,[- eng] goes in the water .,/content/all_data/345407_348302.mp3
351403_353582,xxx .,/content/all_data/351403_353582.mp3
361266_363661,[- eng] xxx duck .,/content/all_data/361266_363661.mp3
365446_368261,[- eng] xxx xxx duck .,/content/all_data/365446_368261.mp3
368485_372162,[- eng] xxx xxx put it ?,/content/all_data/368485_372162.mp3
373719_376763,[- eng] there ?,/content/all_data/373719_376763.mp3
380046_382060,llama .,/content/all_data/380046_382060.mp3
396685_398681,[- eng] yeah .,/content/all_data/396685_398681.mp3
399076_401580,xxx xxx .,/content/all_data/399076_401580.mp3
405586_408694,+< [- eng] xxx big .,/content/all_data/405586_408694.mp3
408507_411798,xxx xxx .,/content/all_data/408507_411798.mp3
412692_415705,[- eng] snake .,/content/all_data/412692_415705.mp3
416028_417925,[- eng] snake .,/content/all_data/416028_417925.mp3
416925_419106,[- eng] it go water .,/content/all_data/416925_419106.mp3
422772_425007,xxx .,/content/all_data/422772_425007.mp3
424007_426196,+< xxx xxx .,/content/all_data/424007_426196.mp3
426191_428088,lobo .,/content/all_data/426191_428088.mp3
436603_439114,xxx .,/content/all_data/436603_439114.mp3
444274_446636,[- eng] it go xxx .,/content/all_data/444274_446636.mp3
448875_451302,[- eng] over there .,/content/all_data/448875_451302.mp3
450302_453759,+< xxx xxx .,/content/all_data/450302_453759.mp3
465347_467127,xxx .,/content/all_data/465347_467127.mp3
467615_469435,xxx .,/content/all_data/467615_469435.mp3
477817_481656,xxx xxx .,/content/all_data/477817_481656.mp3
481454_484545,xxx go xxx .,/content/all_data/481454_484545.mp3
484331_486803,[- eng] xxx go xxx .,/content/all_data/484331_486803.mp3
486717_490091,+< [- eng] xxx go xxx water .,/content/all_data/486717_490091.mp3
490005_492403,[- eng] go xxx xxx .,/content/all_data/490005_492403.mp3
492430_494443,camello .,/content/all_data/492430_494443.mp3
493443_496501,xxx .,/content/all_data/493443_496501.mp3
499221_502446,+< xxx .,/content/all_data/499221_502446.mp3
501446_504638,xxx xxx .,/content/all_data/501446_504638.mp3
503638_506115,[- eng] xxx go xxx water .,/content/all_data/503638_506115.mp3
510862_515100,[- eng] xxx xxx snake .,/content/all_data/510862_515100.mp3
525224_527687,mmhm .,/content/all_data/525224_527687.mp3
559498_562675,xxx .,/content/all_data/559498_562675.mp3
566312_570208,+< xxx xxx .,/content/all_data/566312_570208.mp3
570336_573134,xxx xxx .,/content/all_data/570336_573134.mp3
572134_575541,[- eng] a xxx .,/content/all_data/572134_575541.mp3
592192_594229,xxx .,/content/all_data/592192_594229.mp3
598998_604102,+< xxx .,/content/all_data/598998_604102.mp3
605737_610223,+< xxx .,/content/all_data/605737_610223.mp3
614708_618327,xxx .,/content/all_data/614708_618327.mp3
622192_624438,xxx .,/content/all_data/622192_624438.mp3
626560_628240,hm ?,/content/all_data/626560_628240.mp3
634134_636195,amarillo .,/content/all_data/634134_636195.mp3
636209_638089,[- eng] yellow .,/content/all_data/636209_638089.mp3
651335_653529,dos .,/content/all_data/651335_653529.mp3
657994_660073,sí .,/content/all_data/657994_660073.mp3
665600_667633,amarillo .,/content/all_data/665600_667633.mp3
684727_686876,sí .,/content/all_data/684727_686876.mp3
687984_693517,+< xxx .,/content/all_data/687984_693517.mp3
693513_695574,xxx .,/content/all_data/693513_695574.mp3
703441_706204,xxx .,/content/all_data/703441_706204.mp3
705204_707765,+< [- eng] xxx xxx here .,/content/all_data/705204_707765.mp3
706765_709675,+< xxx .,/content/all_data/706765_709675.mp3
708675_711069,xxx .,/content/all_data/708675_711069.mp3
711927_714222,xxx .,/content/all_data/711927_714222.mp3
716181_719104,[- eng] cheese .,/content/all_data/716181_719104.mp3
718786_722325,queso .,/content/all_data/718786_722325.mp3
724781_726675,xxx .,/content/all_data/724781_726675.mp3
725675_728205,[- eng] ice_cream .,/content/all_data/725675_728205.mp3
729995_733884,[- eng] eat it .,/content/all_data/729995_733884.mp3
738013_739842,[- eng] soup .,/content/all_data/738013_739842.mp3
744171_746471,+< hm ?,/content/all_data/744171_746471.mp3
761926_764203,[- eng] grape .,/content/all_data/761926_764203.mp3
770478_772888,donat .,/content/all_data/770478_772888.mp3
776870_779183,uvas .,/content/all_data/776870_779183.mp3
779028_781075,[- eng] yeah .,/content/all_data/779028_781075.mp3
781518_784048,[- eng] wait .,/content/all_data/781518_784048.mp3
784241_787618,xxx .,/content/all_data/784241_787618.mp3
790602_795237,[- eng] ice_cream .,/content/all_data/790602_795237.mp3
799103_801182,agua .,/content/all_data/799103_801182.mp3
810295_812477,tetero .,/content/all_data/810295_812477.mp3
811477_813639,+< yo .,/content/all_data/811477_813639.mp3
816076_819083,xxx xxx .,/content/all_data/816076_819083.mp3
818083_820247,+< [- eng] this .,/content/all_data/818083_820247.mp3
819247_821958,[- eng] look xxx this .,/content/all_data/819247_821958.mp3
823381_826025,[- eng] a xxx .,/content/all_data/823381_826025.mp3
825025_828084,+< [- eng] another xxx xxx .,/content/all_data/825025_828084.mp3
827831_830891,xxx xxx .,/content/all_data/827831_830891.mp3
829891_832704,no .,/content/all_data/829891_832704.mp3
833571_836435,xxx xxx .,/content/all_data/833571_836435.mp3
836515_839028,xxx .,/content/all_data/836515_839028.mp3
839453_841549,[- eng] spoon .,/content/all_data/839453_841549.mp3
840549_843695,+< xxx .,/content/all_data/840549_843695.mp3
843820_846516,xxx .,/content/all_data/843820_846516.mp3
845516_847494,[- eng] egg .,/content/all_data/845516_847494.mp3
847276_849388,xxx .,/content/all_data/847276_849388.mp3
849154_851846,kétchup .,/content/all_data/849154_851846.mp3
855195_857692,[- eng] cheese .,/content/all_data/855195_857692.mp3
858485_860414,pan .,/content/all_data/858485_860414.mp3
861870_865543,[- eng] now xxx xxx this .,/content/all_data/861870_865543.mp3
874180_876308,xxx xxx .,/content/all_data/874180_876308.mp3
878029_880508,xxx .,/content/all_data/878029_880508.mp3
879508_881737,papa .,/content/all_data/879508_881737.mp3
884987_886803,[- eng] hey !,/content/all_data/884987_886803.mp3
890549_893192,[- eng] xxx again .,/content/all_data/890549_893192.mp3
900262_902526,[- eng] xxx my way .,/content/all_data/900262_902526.mp3
904265_907772,hm ?,/content/all_data/904265_907772.mp3
907750_910132,mmhm .,/content/all_data/907750_910132.mp3
923244_925491,xxx .,/content/all_data/923244_925491.mp3
931478_936547,[- eng] apple .,/content/all_data/931478_936547.mp3
936264_938008,(ma)nzana .,/content/all_data/936264_938008.mp3
941524_944503,[- eng] xxx another xxx xxx .,/content/all_data/941524_944503.mp3
943503_946593,xxx .,/content/all_data/943503_946593.mp3
948864_951909,[- eng] it xxx xxx .,/content/all_data/948864_951909.mp3
953781_957322,xxx xxx .,/content/all_data/953781_957322.mp3
962100_965740,xxx .,/content/all_data/962100_965740.mp3
965573_967782,[- eng] yeah .,/content/all_data/965573_967782.mp3
967810_970822,+< xxx .,/content/all_data/967810_970822.mp3
971632_973429,donat .,/content/all_data/971632_973429.mp3
975084_977264,[- eng] I dunno .,/content/all_data/975084_977264.mp3
984799_987311,xxx xxx .,/content/all_data/984799_987311.mp3
987276_991845,xxx xxx pizza .,/content/all_data/987276_991845.mp3
995807_997888,[- eng] two !,/content/all_data/995807_997888.mp3
999509_1001340,[- eng] yeah .,/content/all_data/999509_1001340.mp3
1016251_1018413,fresa .,/content/all_data/1016251_1018413.mp3
1032632_1035598,[- eng] one_two_three@x &=points .,/content/all_data/1032632_1035598.mp3
1034598_1039117,xxx xxx .,/content/all_data/1034598_1039117.mp3
1038117_1040611,xxx .,/content/all_data/1038117_1040611.mp3
1040590_1044267,xxx .,/content/all_data/1040590_1044267.mp3
1057697_1060323,[- hun] dos knives .,/content/all_data/1057697_1060323.mp3
1061114_1062895,hm .,/content/all_data/1061114_1062895.mp3
1061895_1064873,papa .,/content/all_data/1061895_1064873.mp3
1067228_1070536,+< xxx .,/content/all_data/1067228_1070536.mp3
1075013_1077414,here .,/content/all_data/1075013_1077414.mp3
1080957_1083589,xxx .,/content/all_data/1080957_1083589.mp3
1090573_1092821,qué ?,/content/all_data/1090573_1092821.mp3
1102431_1104858,xxx .,/content/all_data/1102431_1104858.mp3
1118558_1121494,+< xxx .,/content/all_data/1118558_1121494.mp3
1122024_1124518,[- eng] xxx there &=points .,/content/all_data/1122024_1124518.mp3
1131522_1133768,[- eng] yeah .,/content/all_data/1131522_1133768.mp3
1143758_1145906,deja .,/content/all_data/1143758_1145906.mp3
1165396_1169684,mmhm .,/content/all_data/1165396_1169684.mp3
1168684_1172745,+< xxx .,/content/all_data/1168684_1172745.mp3
1175775_1177805,xxx .,/content/all_data/1175775_1177805.mp3
1192443_1195569,mmhm .,/content/all_data/1192443_1195569.mp3
1195817_1199525,+< xxx xxx .,/content/all_data/1195817_1199525.mp3
1198525_1201999,xxx xxx .,/content/all_data/1198525_1201999.mp3
1209102_1213074,xxx no xxx xxx &=points .,/content/all_data/1209102_1213074.mp3
1212074_1215581,+< xxx xxx &=points .,/content/all_data/1212074_1215581.mp3
1214581_1218119,+< mami .,/content/all_data/1214581_1218119.mp3
1217119_1219417,+< xxx .,/content/all_data/1217119_1219417.mp3
1224459_1227899,+< xxx .,/content/all_data/1224459_1227899.mp3
1236960_1238641,xxx .,/content/all_data/1236960_1238641.mp3
1244002_1246627,xxx .,/content/all_data/1244002_1246627.mp3
1250345_1255247,[- eng] xxx xxx the toys &=points .,/content/all_data/1250345_1255247.mp3
1256257_1259628,+< no xxx .,/content/all_data/1256257_1259628.mp3
1264194_1267102,xxx .,/content/all_data/1264194_1267102.mp3
1267147_1269175,xxx .,/content/all_data/1267147_1269175.mp3
1270004_1273628,xxx xxx .,/content/all_data/1270004_1273628.mp3
1284400_1287080,xxx .,/content/all_data/1284400_1287080.mp3
1323306_1325619,[- eng] red .,/content/all_data/1323306_1325619.mp3
1339431_1341644,[- eng] yeah .,/content/all_data/1339431_1341644.mp3
1342452_1344835,xxx .,/content/all_data/1342452_1344835.mp3
